Date,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,Value
2006-04-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.851011
2006-04-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,4.734209
2006-04-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",94.504056
2006-04-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.151638
2006-04-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.712984
2006-05-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",53.78299
2006-05-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",49.78368
2006-05-01,BWA,Botswana,FAO_CP_23014,Food price inflation,16.144578
2006-05-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",42.715514
2006-05-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",37.605212
2006-05-01,KEN,Kenya,FAO_CP_23014,Food price inflation,5.313731
2006-05-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",57.244404
2006-05-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",47.537772
2006-05-01,NAM,Namibia,FAO_CP_23014,Food price inflation,7.605041
2006-05-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",58.317561
2006-05-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.094006
2006-05-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,5.320175
2006-05-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",94.57509
2006-05-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.292196
2006-05-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.710542
2006-06-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",54.057954
2006-06-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",49.886965
2006-06-01,BWA,Botswana,FAO_CP_23014,Food price inflation,14.184397
2006-06-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",41.452189
2006-06-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",37.580021
2006-06-01,KEN,Kenya,FAO_CP_23014,Food price inflation,5.401554
2006-06-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",57.800162
2006-06-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",47.780755
2006-06-01,NAM,Namibia,FAO_CP_23014,Food price inflation,7.381686
2006-06-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",58.744701
2006-06-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.363264
2006-06-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,6.39371
2006-06-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",94.646123
2006-06-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.432753
2006-06-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.708107
2006-07-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",54.277925
2006-07-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.093536
2006-07-01,BWA,Botswana,FAO_CP_23014,Food price inflation,12.790698
2006-07-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",40.852264
2006-07-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",37.487768
2006-07-01,KEN,Kenya,FAO_CP_23014,Food price inflation,5.379269
2006-07-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",58.264864
2006-07-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",47.752043
2006-07-01,NAM,Namibia,FAO_CP_23014,Food price inflation,6.188866
2006-07-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.151165
2006-07-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.619391
2006-07-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,6.115819
2006-07-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",94.717156
2006-07-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.57331
2006-07-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.705679
2006-08-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",54.607882
2006-08-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.609965
2006-08-01,BWA,Botswana,FAO_CP_23014,Food price inflation,12.903226
2006-08-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",41.143013
2006-08-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",37.860962
2006-08-01,KEN,Kenya,FAO_CP_23014,Food price inflation,6.407917
2006-08-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",58.764645
2006-08-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",48.180427
2006-08-01,NAM,Namibia,FAO_CP_23014,Food price inflation,6.598681
2006-08-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.557629
2006-08-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.882083
2006-08-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,6.526437
2006-08-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",94.788189
2006-08-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.713868
2006-08-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.703258
2006-09-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",54.992832
2006-09-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.71325
2006-09-01,BWA,Botswana,FAO_CP_23014,Food price inflation,11.845103
2006-09-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",41.814602
2006-09-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",38.09179
2006-09-01,KEN,Kenya,FAO_CP_23014,Food price inflation,7.727316
2006-09-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.089283
2006-09-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",48.724248
2006-09-01,NAM,Namibia,FAO_CP_23014,Food price inflation,6.592764
2006-09-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.709202
2006-09-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",52.414034
2006-09-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,7.242665
2006-09-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",94.859223
2006-09-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.854425
2006-09-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.700844
2006-10-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",55.322789
2006-10-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.023107
2006-10-01,BWA,Botswana,FAO_CP_23014,Food price inflation,11.512415
2006-10-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",42.596757
2006-10-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",38.293935
2006-10-01,KEN,Kenya,FAO_CP_23014,Food price inflation,8.431246
2006-10-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.282643
2006-10-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",49.372256
2006-10-01,NAM,Namibia,FAO_CP_23014,Food price inflation,7.211866
2006-10-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",60.026105
2006-10-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",53.044502
2006-10-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,8.343396
2006-10-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",94.930256
2006-10-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",100.994983
2006-10-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.698437
2006-11-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",55.267796
2006-11-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.816536
2006-11-01,BWA,Botswana,FAO_CP_23014,Food price inflation,10.067114
2006-11-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",42.711419
2006-11-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",38.478819
2006-11-01,KEN,Kenya,FAO_CP_23014,Food price inflation,8.185602
2006-11-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.57257
2006-11-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.14222
2006-11-01,NAM,Namibia,FAO_CP_23014,Food price inflation,8.07122
2006-11-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",60.026105
2006-11-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",53.22839
2006-11-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,8.023461
2006-11-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.001289
2006-11-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.13554
2006-11-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.696036
2006-12-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",55.322789
2006-12-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.71325
2006-12-01,BWA,Botswana,FAO_CP_23014,Food price inflation,9.598214
2006-12-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",43.827321
2006-12-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",39.554414
2006-12-01,KEN,Kenya,FAO_CP_23014,Food price inflation,9.791994
2006-12-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.753292
2006-12-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.520464
2006-12-01,NAM,Namibia,FAO_CP_23014,Food price inflation,8.444227
2006-12-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",60.260336
2006-12-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",53.31376
2006-12-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,6.942427
2006-12-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.072323
2006-12-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.276097
2006-12-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.693642
2007-01-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",55.707739
2007-01-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.229679
2007-01-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.533917
2007-01-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",45.193022
2007-01-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",39.744784
2007-01-01,KEN,Kenya,FAO_CP_23014,Food price inflation,6.168138
2007-01-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",60.259249
2007-01-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",50.851016
2007-01-01,NAM,Namibia,FAO_CP_23014,Food price inflation,8.709328
2007-01-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",60.701249
2007-01-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",54.187223
2007-01-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,7.715413
2007-01-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.143356
2007-01-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.416655
2007-01-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.691255
2007-02-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",56.037696
2007-02-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.746107
2007-02-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.441558
2007-02-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",45.780662
2007-02-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",38.972484
2007-02-01,KEN,Kenya,FAO_CP_23014,Food price inflation,4.149294
2007-02-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",60.453105
2007-02-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.056573
2007-02-01,NAM,Namibia,FAO_CP_23014,Food price inflation,9.485265
2007-02-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",60.625463
2007-02-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",54.141247
2007-02-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,7.343752
2007-02-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.214389
2007-02-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.557212
2007-02-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.688875
2007-03-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",56.092689
2007-03-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",52.469106
2007-03-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.315565
2007-03-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",46.130789
2007-03-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",38.856652
2007-03-01,KEN,Kenya,FAO_CP_23014,Food price inflation,3.072616
2007-03-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",60.76013
2007-03-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",51.658042
2007-03-01,NAM,Namibia,FAO_CP_23014,Food price inflation,9.531437
2007-03-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",61.045716
2007-03-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",54.463047
2007-03-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,7.519754
2007-03-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.285423
2007-03-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.697769
2007-03-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.686501
2007-04-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",56.587624
2007-04-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",53.08882
2007-04-01,BWA,Botswana,FAO_CP_23014,Food price inflation,7.983193
2007-04-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",45.580004
2007-04-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",38.440941
2007-04-01,KEN,Kenya,FAO_CP_23014,Food price inflation,2.656436
2007-04-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",61.271059
2007-04-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",52.617532
2007-04-01,NAM,Namibia,FAO_CP_23014,Food price inflation,11.409228
2007-04-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",61.5624
2007-04-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",55.132925
2007-04-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,8.420508
2007-04-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.356456
2007-04-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.838327
2007-04-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.684135
2007-05-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",57.192545
2007-05-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",54.121676
2007-05-01,BWA,Botswana,FAO_CP_23014,Food price inflation,8.713693
2007-05-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",45.420297
2007-05-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",38.649659
2007-05-01,KEN,Kenya,FAO_CP_23014,Food price inflation,2.7774
2007-05-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",61.607587
2007-05-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",53.238059
2007-05-01,NAM,Namibia,FAO_CP_23014,Food price inflation,11.991069
2007-05-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",61.84487
2007-05-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",55.710851
2007-05-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,9.035982
2007-05-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.427489
2007-05-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",101.978884
2007-05-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.681774
2007-06-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",57.577495
2007-06-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",55.670961
2007-06-01,BWA,Botswana,FAO_CP_23014,Food price inflation,11.594203
2007-06-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",46.055031
2007-06-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",39.604616
2007-06-01,KEN,Kenya,FAO_CP_23014,Food price inflation,5.387426
2007-06-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",61.779994
2007-06-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",53.474105
2007-06-01,NAM,Namibia,FAO_CP_23014,Food price inflation,11.915572
2007-06-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",62.285784
2007-06-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",56.058914
2007-06-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,9.142039
2007-06-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.498522
2007-06-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.119441
2007-06-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.679421
2007-07-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",58.402388
2007-07-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",56.600532
2007-07-01,BWA,Botswana,FAO_CP_23014,Food price inflation,12.989691
2007-07-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",46.390825
2007-07-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",40.186112
2007-07-01,KEN,Kenya,FAO_CP_23014,Food price inflation,7.197933
2007-07-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",62.33123
2007-07-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",54.040664
2007-07-01,NAM,Namibia,FAO_CP_23014,Food price inflation,13.169324
2007-07-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",62.823144
2007-07-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",56.669684
2007-07-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,9.783714
2007-07-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.569556
2007-07-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.259999
2007-07-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.677074
2007-08-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",58.567366
2007-08-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",57.013674
2007-08-01,BWA,Botswana,FAO_CP_23014,Food price inflation,12.653061
2007-08-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",46.231118
2007-08-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",40.4829
2007-08-01,KEN,Kenya,FAO_CP_23014,Food price inflation,6.925174
2007-08-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",62.704314
2007-08-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",54.703767
2007-08-01,NAM,Namibia,FAO_CP_23014,Food price inflation,13.539398
2007-08-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",63.222721
2007-08-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",57.470908
2007-08-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,10.772167
2007-08-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.640589
2007-08-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.400556
2007-08-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.674733
2007-09-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",58.732345
2007-09-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",57.11696
2007-09-01,BWA,Botswana,FAO_CP_23014,Food price inflation,12.627291
2007-09-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",46.716382
2007-09-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",40.861978
2007-09-01,KEN,Kenya,FAO_CP_23014,Food price inflation,7.2724
2007-09-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",63.010738
2007-09-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",55.187707
2007-09-01,NAM,Namibia,FAO_CP_23014,Food price inflation,13.265384
2007-09-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",63.580961
2007-09-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",58.521678
2007-09-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,11.652687
2007-09-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.711622
2007-09-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.541114
2007-09-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.672399
2007-10-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.337266
2007-10-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",57.633388
2007-10-01,BWA,Botswana,FAO_CP_23014,Food price inflation,12.955466
2007-10-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",47.091079
2007-10-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",41.011553
2007-10-01,KEN,Kenya,FAO_CP_23014,Food price inflation,7.096731
2007-10-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",63.533796
2007-10-01,NAM,Namibia,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",55.852146
2007-10-01,NAM,Namibia,FAO_CP_23014,Food price inflation,13.124557
2007-10-01,ZAF,South Africa,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",64.166545
2007-10-01,ZAF,South Africa,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",59.480511
2007-10-01,ZAF,South Africa,FAO_CP_23014,Food price inflation,12.133226
2007-10-01,ZWE,Zimbabwe,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",95.782656
2007-10-01,ZWE,Zimbabwe,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",102.681671
2007-10-01,ZWE,Zimbabwe,FAO_CP_23014,Food price inflation,1.670071
2007-11-01,BWA,Botswana,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",59.502244
2007-11-01,BWA,Botswana,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",58.459673
2007-11-01,BWA,Botswana,FAO_CP_23014,Food price inflation,15.04065
2007-11-01,KEN,Kenya,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",47.764716
2007-11-01,KEN,Kenya,FAO_CP_23013,"Consumer Prices, Food Indices (2015 = 100)",41.550114
2007-11-01,KEN,Kenya,FAO_CP_23014,Food price inflation,7.98178
2007-11-01,NAM,Namibia,FAO_CP_23012,"Consumer Prices, General Indices (2015 = 100)",62.668189
